Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0106EE1,2009.03,322,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2010.03,334,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2011.03,323,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2012.03,317,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2013.03,321,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2014.03,311,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2015.03,345,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2016.03,363,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2017.03,431,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2018.03,493,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106EE1,2019.03,525,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Construction,,
RNAA.SG01NAC34B0106FF1,2000.03,116,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2001.03,139,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2002.03,149,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2003.03,143,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2004.03,157,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2005.03,163,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2006.03,164,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2007.03,164,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2008.03,187,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2009.03,182,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2010.03,181,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2011.03,194,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2012.03,202,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2013.03,245,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2014.03,251,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2015.03,254,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2016.03,260,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2017.03,270,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2018.03,312,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106FF1,2019.03,285,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Wholesale Trade,,
RNAA.SG01NAC34B0106GH1,2000.03,164,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2001.03,174,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2002.03,196,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2003.03,220,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2004.03,235,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2005.03,245,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2006.03,257,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2007.03,277,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2008.03,287,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2009.03,275,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2010.03,273,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2011.03,283,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2012.03,291,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2013.03,292,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2014.03,312,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2015.03,317,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2016.03,329,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2017.03,379,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2018.03,410,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2019.03,441,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH3,2000.03,17,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2001.03,20,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2002.03,22,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2003.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2004.03,25,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2005.03,28,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2006.03,28,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2007.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2008.03,22,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2009.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2010.03,25,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2011.03,26,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2012.03,26,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2013.03,27,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2014.03,28,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2015.03,27,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2016.03,29,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2017.03,41,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2018.03,45,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2019.03,57,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH4,2000.03,34,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2001.03,37,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2002.03,40,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2003.03,41,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2004.03,47,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
